"Notes","State","State Code","Year","Year Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Alabama","01","2010","2010","15-24 years","15-24",83,678793,12.2
,"Alabama","01","2010","2010","25-34 years","25-34",82,608922,13.5
,"Alabama","01","2010","2010","35-44 years","35-44",40,619501,6.5
,"Alabama","01","2010","2010","45-54 years","45-54",40,693854,5.8
,"Alabama","01","2010","2010","55-64 years","55-64",25,588033,4.3
,"Alabama","01","2011","2011","15-24 years","15-24",85,681235,12.5
,"Alabama","01","2011","2011","25-34 years","25-34",97,614507,15.8
,"Alabama","01","2011","2011","35-44 years","35-44",38,608252,6.2
,"Alabama","01","2011","2011","45-54 years","45-54",33,685148,4.8
,"Alabama","01","2011","2011","55-64 years","55-64",16,610224,Unreliable
,"Alabama","01","2011","2011","65-74 years","65-74",11,380180,Unreliable
,"Alabama","01","2012","2012","15-24 years","15-24",99,676612,14.6
,"Alabama","01","2012","2012","25-34 years","25-34",79,617757,12.8
,"Alabama","01","2012","2012","35-44 years","35-44",56,606667,9.2
,"Alabama","01","2012","2012","45-54 years","45-54",34,673464,5.0
,"Alabama","01","2012","2012","55-64 years","55-64",17,615408,Unreliable
,"Alabama","01","2012","2012","65-74 years","65-74",11,402571,Unreliable
,"Alabama","01","2013","2013","15-24 years","15-24",90,676183,13.3
,"Alabama","01","2013","2013","25-34 years","25-34",98,620984,15.8
,"Alabama","01","2013","2013","35-44 years","35-44",61,607139,10.0
,"Alabama","01","2013","2013","45-54 years","45-54",40,664435,6.0
,"Alabama","01","2013","2013","55-64 years","55-64",13,622799,Unreliable
,"Alabama","01","2014","2014","15-24 years","15-24",71,671198,10.6
,"Alabama","01","2014","2014","25-34 years","25-34",90,626387,14.4
,"Alabama","01","2014","2014","35-44 years","35-44",69,605590,11.4
,"Alabama","01","2014","2014","45-54 years","45-54",29,656585,4.4
,"Alabama","01","2014","2014","55-64 years","55-64",12,629476,Unreliable
,"Alabama","01","2014","2014","65-74 years","65-74",13,435428,Unreliable
,"Alabama","01","2015","2015","15-24 years","15-24",100,663182,15.1
,"Alabama","01","2015","2015","25-34 years","25-34",123,632726,19.4
,"Alabama","01","2015","2015","35-44 years","35-44",73,602496,12.1
,"Alabama","01","2015","2015","45-54 years","45-54",55,649442,8.5
,"Alabama","01","2015","2015","55-64 years","55-64",24,637997,3.8
,"Alabama","01","2016","2016","15-24 years","15-24",140,653876,21.4
,"Alabama","01","2016","2016","25-34 years","25-34",134,637487,21.0
,"Alabama","01","2016","2016","35-44 years","35-44",87,595713,14.6
,"Alabama","01","2016","2016","45-54 years","45-54",41,644018,6.4
,"Alabama","01","2016","2016","55-64 years","55-64",24,645092,3.7
,"Alabama","01","2016","2016","65-74 years","65-74",17,464669,Unreliable
,"Alabama","01","2017","2017","15-24 years","15-24",140,648404,21.6
,"Alabama","01","2017","2017","25-34 years","25-34",156,640302,24.4
,"Alabama","01","2017","2017","35-44 years","35-44",92,591795,15.5
,"Alabama","01","2017","2017","45-54 years","45-54",54,636632,8.5
,"Alabama","01","2017","2017","55-64 years","55-64",32,650545,4.9
,"Alabama","01","2017","2017","65-74 years","65-74",17,477332,Unreliable
,"Alabama","01","2018","2018","15-24 years","15-24",134,640900,20.9
,"Alabama","01","2018","2018","25-34 years","25-34",137,643540,21.3
,"Alabama","01","2018","2018","35-44 years","35-44",90,592302,15.2
,"Alabama","01","2018","2018","45-54 years","45-54",45,627458,7.2
,"Alabama","01","2018","2018","55-64 years","55-64",37,655179,5.6
,"Alabama","01","2018","2018","65-74 years","65-74",14,487721,Unreliable
,"Alabama","01","2019","2019","15-24 years","15-24",118,635707,18.6
,"Alabama","01","2019","2019","25-34 years","25-34",143,647229,22.1
,"Alabama","01","2019","2019","35-44 years","35-44",109,593306,18.4
,"Alabama","01","2019","2019","45-54 years","45-54",49,616616,7.9
,"Alabama","01","2019","2019","55-64 years","55-64",31,657667,4.7
,"Alabama","01","2019","2019","65-74 years","65-74",17,501447,Unreliable
,"Alabama","01","2020","2020","15-24 years","15-24",167,633391,26.4
,"Alabama","01","2020","2020","25-34 years","25-34",171,650546,26.3
,"Alabama","01","2020","2020","35-44 years","35-44",109,596362,18.3
,"Alabama","01","2020","2020","45-54 years","45-54",63,608174,10.4
,"Alabama","01","2020","2020","55-64 years","55-64",35,657281,5.3
,"Alabama","01","2020","2020","65-74 years","65-74",14,517717,Unreliable
,"Alaska","02","2015","2015","15-24 years","15-24",13,110527,Unreliable
,"Alaska","02","2015","2015","25-34 years","25-34",11,120486,Unreliable
,"Alaska","02","2016","2016","15-24 years","15-24",14,105364,Unreliable
,"Alaska","02","2016","2016","25-34 years","25-34",15,120453,Unreliable
,"Alaska","02","2017","2017","15-24 years","15-24",13,101519,Unreliable
,"Alaska","02","2017","2017","25-34 years","25-34",13,120215,Unreliable
,"Alaska","02","2018","2018","15-24 years","15-24",10,99263,Unreliable
,"Alaska","02","2018","2018","25-34 years","25-34",12,118865,Unreliable
,"Alaska","02","2019","2019","15-24 years","15-24",10,96393,Unreliable
,"Alaska","02","2019","2019","25-34 years","25-34",13,117588,Unreliable
,"Alaska","02","2019","2019","35-44 years","35-44",13,95765,Unreliable
,"Arizona","04","2010","2010","15-24 years","15-24",76,904166,8.4
,"Arizona","04","2010","2010","25-34 years","25-34",84,856693,9.8
,"Arizona","04","2010","2010","35-44 years","35-44",47,822494,5.7
,"Arizona","04","2010","2010","45-54 years","45-54",31,842546,3.7
,"Arizona","04","2010","2010","55-64 years","55-64",15,726228,Unreliable
,"Arizona","04","2011","2011","15-24 years","15-24",69,914093,7.5
,"Arizona","04","2011","2011","25-34 years","25-34",80,870723,9.2
,"Arizona","04","2011","2011","35-44 years","35-44",43,821696,5.2
,"Arizona","04","2011","2011","45-54 years","45-54",32,842402,3.8
,"Arizona","04","2011","2011","55-64 years","55-64",17,756230,Unreliable
,"Arizona","04","2011","2011","75-84 years","75-84",10,290015,Unreliable
,"Arizona","04","2012","2012","15-24 years","15-24",67,922244,7.3
,"Arizona","04","2012","2012","25-34 years","25-34",77,877831,8.8
,"Arizona","04","2012","2012","35-44 years","35-44",37,826174,4.5
,"Arizona","04","2012","2012","45-54 years","45-54",37,839039,4.4
,"Arizona","04","2012","2012","55-64 years","55-64",13,764833,Unreliable
,"Arizona","04","2013","2013","15-24 years","15-24",71,935527,7.6
,"Arizona","04","2013","2013","25-34 years","25-34",63,881828,7.1
,"Arizona","04","2013","2013","35-44 years","35-44",46,829775,5.5
,"Arizona","04","2013","2013","45-54 years","45-54",34,836217,4.1
,"Arizona","04","2013","2013","55-64 years","55-64",18,776850,Unreliable
,"Arizona","04","2014","2014","15-24 years","15-24",46,943741,4.9
,"Arizona","04","2014","2014","25-34 years","25-34",75,897745,8.4
,"Arizona","04","2014","2014","35-44 years","35-44",41,836593,4.9
,"Arizona","04","2014","2014","45-54 years","45-54",29,839503,3.5
,"Arizona","04","2015","2015","15-24 years","15-24",72,948243,7.6
,"Arizona","04","2015","2015","25-34 years","25-34",70,913645,7.7
,"Arizona","04","2015","2015","35-44 years","35-44",36,841613,4.3
,"Arizona","04","2015","2015","45-54 years","45-54",29,843768,3.4
,"Arizona","04","2015","2015","55-64 years","55-64",13,813701,Unreliable
,"Arizona","04","2016","2016","15-24 years","15-24",76,951260,8.0
,"Arizona","04","2016","2016","25-34 years","25-34",102,933128,10.9
,"Arizona","04","2016","2016","35-44 years","35-44",45,845220,5.3
,"Arizona","04","2016","2016","45-54 years","45-54",40,846897,4.7
,"Arizona","04","2016","2016","55-64 years","55-64",20,831142,2.4
,"Arizona","04","2016","2016","65-74 years","65-74",11,682820,Unreliable
,"Arizona","04","2017","2017","15-24 years","15-24",79,951609,8.3
,"Arizona","04","2017","2017","25-34 years","25-34",94,955894,9.8
,"Arizona","04","2017","2017","35-44 years","35-44",62,858680,7.2
,"Arizona","04","2017","2017","45-54 years","45-54",25,847764,2.9
,"Arizona","04","2017","2017","55-64 years","55-64",23,846253,2.7
,"Arizona","04","2017","2017","65-74 years","65-74",10,701409,Unreliable
,"Arizona","04","2018","2018","15-24 years","15-24",83,965970,8.6
,"Arizona","04","2018","2018","25-34 years","25-34",83,985845,8.4
,"Arizona","04","2018","2018","35-44 years","35-44",52,880431,5.9
,"Arizona","04","2018","2018","45-54 years","45-54",41,850790,4.8
,"Arizona","04","2018","2018","55-64 years","55-64",14,866277,Unreliable
,"Arizona","04","2018","2018","65-74 years","65-74",10,726162,Unreliable
,"Arizona","04","2019","2019","15-24 years","15-24",81,973547,8.3
,"Arizona","04","2019","2019","25-34 years","25-34",87,1007093,8.6
,"Arizona","04","2019","2019","35-44 years","35-44",50,896027,5.6
,"Arizona","04","2019","2019","45-54 years","45-54",31,852090,3.6
,"Arizona","04","2019","2019","55-64 years","55-64",18,880794,Unreliable
,"Arizona","04","2020","2020","15-24 years","15-24",92,986272,9.3
,"Arizona","04","2020","2020","25-34 years","25-34",115,1030830,11.2
,"Arizona","04","2020","2020","35-44 years","35-44",77,913916,8.4
,"Arizona","04","2020","2020","45-54 years","45-54",56,859684,6.5
,"Arizona","04","2020","2020","55-64 years","55-64",19,894909,Unreliable
,"Arizona","04","2020","2020","65-74 years","65-74",12,786905,Unreliable
,"Arkansas","05","2010","2010","15-24 years","15-24",23,403455,5.7
,"Arkansas","05","2010","2010","25-34 years","25-34",41,375892,10.9
,"Arkansas","05","2010","2010","35-44 years","35-44",26,366208,7.1
,"Arkansas","05","2010","2010","45-54 years","45-54",17,407266,Unreliable
,"Arkansas","05","2010","2010","55-64 years","55-64",13,350991,Unreliable
,"Arkansas","05","2011","2011","15-24 years","15-24",38,402793,9.4
,"Arkansas","05","2011","2011","25-34 years","25-34",51,381792,13.4
,"Arkansas","05","2011","2011","35-44 years","35-44",28,363873,7.7
,"Arkansas","05","2011","2011","45-54 years","45-54",16,403512,Unreliable
,"Arkansas","05","2012","2012","15-24 years","15-24",39,404089,9.7
,"Arkansas","05","2012","2012","25-34 years","25-34",51,384233,13.3
,"Arkansas","05","2012","2012","35-44 years","35-44",35,363648,9.6
,"Arkansas","05","2012","2012","45-54 years","45-54",18,396935,Unreliable
,"Arkansas","05","2012","2012","55-64 years","55-64",10,364152,Unreliable
,"Arkansas","05","2013","2013","15-24 years","15-24",35,406865,8.6
,"Arkansas","05","2013","2013","25-34 years","25-34",53,384032,13.8
,"Arkansas","05","2013","2013","35-44 years","35-44",24,364666,6.6
,"Arkansas","05","2013","2013","45-54 years","45-54",17,391101,Unreliable
,"Arkansas","05","2013","2013","55-64 years","55-64",13,366965,Unreliable
,"Arkansas","05","2014","2014","15-24 years","15-24",31,405599,7.6
,"Arkansas","05","2014","2014","25-34 years","25-34",40,386530,10.3
,"Arkansas","05","2014","2014","35-44 years","35-44",40,364642,11.0
,"Arkansas","05","2014","2014","45-54 years","45-54",19,385750,Unreliable
,"Arkansas","05","2014","2014","55-64 years","55-64",13,369673,Unreliable
,"Arkansas","05","2015","2015","15-24 years","15-24",48,404217,11.9
,"Arkansas","05","2015","2015","25-34 years","25-34",50,388958,12.9
,"Arkansas","05","2015","2015","35-44 years","35-44",18,365774,Unreliable
,"Arkansas","05","2015","2015","45-54 years","45-54",16,382362,Unreliable
,"Arkansas","05","2015","2015","55-64 years","55-64",14,374520,Unreliable
,"Arkansas","05","2016","2016","15-24 years","15-24",42,402453,10.4
,"Arkansas","05","2016","2016","25-34 years","25-34",52,392755,13.2
,"Arkansas","05","2016","2016","35-44 years","35-44",36,364726,9.9
,"Arkansas","05","2016","2016","45-54 years","45-54",22,378897,5.8
,"Arkansas","05","2016","2016","55-64 years","55-64",15,378345,Unreliable
,"Arkansas","05","2017","2017","15-24 years","15-24",53,401152,13.2
,"Arkansas","05","2017","2017","25-34 years","25-34",47,395464,11.9
,"Arkansas","05","2017","2017","35-44 years","35-44",41,366276,11.2
,"Arkansas","05","2017","2017","45-54 years","45-54",25,374651,6.7
,"Arkansas","05","2017","2017","55-64 years","55-64",17,381856,Unreliable
,"Arkansas","05","2018","2018","15-24 years","15-24",57,399345,14.3
,"Arkansas","05","2018","2018","25-34 years","25-34",47,396588,11.9
,"Arkansas","05","2018","2018","35-44 years","35-44",36,368518,9.8
,"Arkansas","05","2018","2018","45-54 years","45-54",22,368667,6.0
,"Arkansas","05","2018","2018","55-64 years","55-64",19,384467,Unreliable
,"Arkansas","05","2019","2019","15-24 years","15-24",61,397538,15.3
,"Arkansas","05","2019","2019","25-34 years","25-34",50,396868,12.6
,"Arkansas","05","2019","2019","35-44 years","35-44",51,370263,13.8
,"Arkansas","05","2019","2019","45-54 years","45-54",16,361582,Unreliable
,"Arkansas","05","2019","2019","55-64 years","55-64",19,385994,Unreliable
,"Arkansas","05","2020","2020","15-24 years","15-24",90,398384,22.6
,"Arkansas","05","2020","2020","25-34 years","25-34",65,398873,16.3
,"Arkansas","05","2020","2020","35-44 years","35-44",61,372730,16.4
,"Arkansas","05","2020","2020","45-54 years","45-54",29,358067,8.1
,"Arkansas","05","2020","2020","55-64 years","55-64",19,386200,Unreliable
,"California","06","2010","2010","5-14 years","5-14",20,5096769,0.4
,"California","06","2010","2010","15-24 years","15-24",572,5589889,10.2
,"California","06","2010","2010","25-34 years","25-34",385,5317877,7.2
,"California","06","2010","2010","35-44 years","35-44",180,5182710,3.5
,"California","06","2010","2010","45-54 years","45-54",103,5252371,2.0
,"California","06","2010","2010","55-64 years","55-64",57,4036493,1.4
,"California","06","2010","2010","65-74 years","65-74",11,2275336,Unreliable
,"California","06","2011","2011","5-14 years","5-14",19,5091201,Unreliable
,"California","06","2011","2011","15-24 years","15-24",508,5616769,9.0
,"California","06","2011","2011","25-34 years","25-34",386,5412367,7.1
,"California","06","2011","2011","35-44 years","35-44",179,5163971,3.5
,"California","06","2011","2011","45-54 years","45-54",127,5250438,2.4
,"California","06","2011","2011","55-64 years","55-64",54,4219756,1.3
,"California","06","2011","2011","65-74 years","65-74",25,2377066,1.1
,"California","06","2012","2012","5-14 years","5-14",16,5086457,Unreliable
,"California","06","2012","2012","15-24 years","15-24",519,5633508,9.2
,"California","06","2012","2012","25-34 years","25-34",405,5482640,7.4
,"California","06","2012","2012","35-44 years","35-44",211,5161434,4.1
,"California","06","2012","2012","45-54 years","45-54",125,5231936,2.4
,"California","06","2012","2012","55-64 years","55-64",48,4303873,1.1
,"California","06","2012","2012","65-74 years","65-74",21,2539119,0.8
,"California","06","2013","2013","5-14 years","5-14",18,5090555,Unreliable
,"California","06","2013","2013","15-24 years","15-24",514,5586402,9.2
,"California","06","2013","2013","25-34 years","25-34",355,5591286,6.3
,"California","06","2013","2013","35-44 years","35-44",210,5149410,4.1
,"California","06","2013","2013","45-54 years","45-54",125,5212165,2.4
,"California","06","2013","2013","55-64 years","55-64",51,4403436,1.2
,"California","06","2013","2013","65-74 years","65-74",25,2688985,0.9
,"California","06","2013","2013","75-84 years","75-84",10,1434280,Unreliable
,"California","06","2014","2014","15-24 years","15-24",434,5551583,7.8
,"California","06","2014","2014","25-34 years","25-34",349,5723386,6.1
,"California","06","2014","2014","35-44 years","35-44",233,5175338,4.5
,"California","06","2014","2014","45-54 years","45-54",120,5243544,2.3
,"California","06","2014","2014","55-64 years","55-64",56,4519600,1.2
,"California","06","2014","2014","65-74 years","65-74",22,2834360,0.8
,"California","06","2015","2015","5-14 years","5-14",17,5062372,Unreliable
,"California","06","2015","2015","15-24 years","15-24",469,5484894,8.6
,"California","06","2015","2015","25-34 years","25-34",430,5835694,7.4
,"California","06","2015","2015","35-44 years","35-44",238,5187676,4.6
,"California","06","2015","2015","45-54 years","45-54",148,5246813,2.8
,"California","06","2015","2015","55-64 years","55-64",63,4629863,1.4
,"California","06","2015","2015","65-74 years","65-74",20,2977403,0.7
,"California","06","2016","2016","15-24 years","15-24",469,5392177,8.7
,"California","06","2016","2016","25-34 years","25-34",491,5917785,8.3
,"California","06","2016","2016","35-44 years","35-44",256,5159932,5.0
,"California","06","2016","2016","45-54 years","45-54",138,5195297,2.7
,"California","06","2016","2016","55-64 years","55-64",69,4688718,1.5
,"California","06","2016","2016","65-74 years","65-74",18,3089002,Unreliable
,"California","06","2016","2016","75-84 years","75-84",10,1535300,Unreliable
,"California","06","2017","2017","15-24 years","15-24",431,5330443,8.1
,"California","06","2017","2017","25-34 years","25-34",404,6023779,6.7
,"California","06","2017","2017","35-44 years","35-44",304,5223062,5.8
,"California","06","2017","2017","45-54 years","45-54",162,5162688,3.1
,"California","06","2017","2017","55-64 years","55-64",82,4762678,1.7
,"California","06","2017","2017","65-74 years","65-74",31,3195800,1.0
,"California","06","2018","2018","5-14 years","5-14",12,5036875,Unreliable
,"California","06","2018","2018","15-24 years","15-24",376,5257175,7.2
,"California","06","2018","2018","25-34 years","25-34",380,6043799,6.3
,"California","06","2018","2018","35-44 years","35-44",241,5255671,4.6
,"California","06","2018","2018","45-54 years","45-54",128,5071974,2.5
,"California","06","2018","2018","55-64 years","55-64",77,4781226,1.6
,"California","06","2018","2018","65-74 years","65-74",34,3285414,1.0
,"California","06","2018","2018","75-84 years","75-84",14,1640026,Unreliable
,"California","06","2019","2019","5-14 years","5-14",15,5007987,Unreliable
,"California","06","2019","2019","15-24 years","15-24",362,5180973,7.0
,"California","06","2019","2019","25-34 years","25-34",383,6052952,6.3
,"California","06","2019","2019","35-44 years","35-44",254,5282100,4.8
,"California","06","2019","2019","45-54 years","45-54",117,4979745,2.3
,"California","06","2019","2019","55-64 years","55-64",69,4786635,1.4
,"California","06","2019","2019","65-74 years","65-74",25,3386670,0.7
,"California","06","2019","2019","75-84 years","75-84",14,1701599,Unreliable
,"California","06","2020","2020","5-14 years","5-14",19,4973904,Unreliable
,"California","06","2020","2020","15-24 years","15-24",490,5111453,9.6
,"California","06","2020","2020","25-34 years","25-34",540,6017057,9.0
,"California","06","2020","2020","35-44 years","35-44",376,5305749,7.1
,"California","06","2020","2020","45-54 years","45-54",173,4910948,3.5
,"California","06","2020","2020","55-64 years","55-64",86,4762421,1.8
,"California","06","2020","2020","65-74 years","65-74",25,3469545,0.7
,"California","06","2020","2020","75-84 years","75-84",12,1750249,Unreliable
,"Colorado","08","2010","2010","15-24 years","15-24",25,688090,3.6
,"Colorado","08","2010","2010","25-34 years","25-34",27,726278,3.7
,"Colorado","08","2010","2010","35-44 years","35-44",16,699644,Unreliable
,"Colorado","08","2010","2010","45-54 years","45-54",14,742698,Unreliable
,"Colorado","08","2010","2010","55-64 years","55-64",10,597644,Unreliable
,"Colorado","08","2011","2011","15-24 years","15-24",27,699616,3.9
,"Colorado","08","2011","2011","25-34 years","25-34",33,746007,4.4
,"Colorado","08","2011","2011","35-44 years","35-44",15,701115,Unreliable
,"Colorado","08","2011","2011","45-54 years","45-54",14,734382,Unreliable
,"Colorado","08","2012","2012","15-24 years","15-24",34,704700,4.8
,"Colorado","08","2012","2012","25-34 years","25-34",35,761670,4.6
,"Colorado","08","2012","2012","35-44 years","35-44",22,707346,3.1
,"Colorado","08","2013","2013","15-24 years","15-24",28,714353,3.9
,"Colorado","08","2013","2013","25-34 years","25-34",23,779686,2.9
,"Colorado","08","2013","2013","35-44 years","35-44",20,714791,2.8
,"Colorado","08","2013","2013","45-54 years","45-54",15,717115,Unreliable
,"Colorado","08","2013","2013","55-64 years","55-64",10,656161,Unreliable
,"Colorado","08","2014","2014","15-24 years","15-24",32,726220,4.4
,"Colorado","08","2014","2014","25-34 years","25-34",27,798927,3.4
,"Colorado","08","2014","2014","35-44 years","35-44",18,722553,Unreliable
,"Colorado","08","2014","2014","45-54 years","45-54",12,714315,Unreliable
,"Colorado","08","2015","2015","15-24 years","15-24",30,738892,4.1
,"Colorado","08","2015","2015","25-34 years","25-34",48,823332,5.8
,"Colorado","08","2015","2015","35-44 years","35-44",23,733546,3.1
,"Colorado","08","2015","2015","45-54 years","45-54",18,714364,Unreliable
,"Colorado","08","2015","2015","55-64 years","55-64",11,685560,Unreliable
,"Colorado","08","2016","2016","15-24 years","15-24",41,745020,5.5
,"Colorado","08","2016","2016","25-34 years","25-34",47,842409,5.6
,"Colorado","08","2016","2016","35-44 years","35-44",29,742076,3.9
,"Colorado","08","2016","2016","45-54 years","45-54",24,717723,3.3
,"Colorado","08","2017","2017","15-24 years","15-24",39,733817,5.3
,"Colorado","08","2017","2017","25-34 years","25-34",58,870662,6.7
,"Colorado","08","2017","2017","35-44 years","35-44",27,759774,3.6
,"Colorado","08","2017","2017","45-54 years","45-54",16,715133,Unreliable
,"Colorado","08","2018","2018","15-24 years","15-24",56,741878,7.5
,"Colorado","08","2018","2018","25-34 years","25-34",52,894422,5.8
,"Colorado","08","2018","2018","35-44 years","35-44",44,780079,5.6
,"Colorado","08","2018","2018","45-54 years","45-54",17,710171,Unreliable
,"Colorado","08","2018","2018","55-64 years","55-64",11,710600,Unreliable
,"Colorado","08","2019","2019","15-24 years","15-24",54,743213,7.3
,"Colorado","08","2019","2019","25-34 years","25-34",28,913354,3.1
,"Colorado","08","2019","2019","35-44 years","35-44",36,798071,4.5
,"Colorado","08","2019","2019","45-54 years","45-54",16,706150,Unreliable
,"Colorado","08","2019","2019","55-64 years","55-64",22,713013,3.1
,"Colorado","08","2020","2020","15-24 years","15-24",59,746655,7.9
,"Colorado","08","2020","2020","25-34 years","25-34",70,924010,7.6
,"Colorado","08","2020","2020","35-44 years","35-44",53,816118,6.5
,"Colorado","08","2020","2020","45-54 years","45-54",26,704945,3.7
,"Colorado","08","2020","2020","55-64 years","55-64",14,708745,Unreliable
,"Connecticut","09","2010","2010","15-24 years","15-24",33,478732,6.9
,"Connecticut","09","2010","2010","25-34 years","25-34",39,420377,9.3
,"Connecticut","09","2010","2010","35-44 years","35-44",10,484438,Unreliable
,"Connecticut","09","2011","2011","15-24 years","15-24",35,480161,7.3
,"Connecticut","09","2011","2011","25-34 years","25-34",42,427931,9.8
,"Connecticut","09","2011","2011","35-44 years","35-44",10,468809,Unreliable
,"Connecticut","09","2012","2012","5-14 years","5-14",22,452548,4.9
,"Connecticut","09","2012","2012","15-24 years","15-24",34,484622,7.0
,"Connecticut","09","2012","2012","25-34 years","25-34",28,434550,6.4
,"Connecticut","09","2012","2012","35-44 years","35-44",10,458449,Unreliable
,"Connecticut","09","2012","2012","45-54 years","45-54",14,566537,Unreliable
,"Connecticut","09","2013","2013","15-24 years","15-24",28,490184,5.7
,"Connecticut","09","2013","2013","25-34 years","25-34",22,439593,5.0
,"Connecticut","09","2014","2014","15-24 years","15-24",25,496057,5.0
,"Connecticut","09","2014","2014","25-34 years","25-34",13,441312,Unreliable
,"Connecticut","09","2014","2014","35-44 years","35-44",10,439446,Unreliable
,"Connecticut","09","2015","2015","15-24 years","15-24",18,497135,Unreliable
,"Connecticut","09","2015","2015","25-34 years","25-34",29,441550,6.6
,"Connecticut","09","2015","2015","35-44 years","35-44",18,431323,Unreliable
,"Connecticut","09","2016","2016","15-24 years","15-24",22,495246,4.4
,"Connecticut","09","2016","2016","25-34 years","25-34",20,442021,4.5
,"Connecticut","09","2017","2017","15-24 years","15-24",16,493215,Unreliable
,"Connecticut","09","2017","2017","25-34 years","25-34",37,444198,8.3
,"Connecticut","09","2017","2017","35-44 years","35-44",10,422731,Unreliable
,"Connecticut","09","2018","2018","15-24 years","15-24",10,485020,Unreliable
,"Connecticut","09","2018","2018","25-34 years","25-34",22,445390,4.9
,"Connecticut","09","2018","2018","35-44 years","35-44",13,423336,Unreliable
,"Connecticut","09","2019","2019","15-24 years","15-24",18,478803,Unreliable
,"Connecticut","09","2019","2019","25-34 years","25-34",23,448029,5.1
,"Connecticut","09","2019","2019","35-44 years","35-44",12,427141,Unreliable
,"Connecticut","09","2020","2020","15-24 years","15-24",37,473118,7.8
,"Connecticut","09","2020","2020","25-34 years","25-34",24,448627,5.3
,"Connecticut","09","2020","2020","35-44 years","35-44",20,431882,4.6
,"Connecticut","09","2020","2020","45-54 years","45-54",10,460934,Unreliable
,"Delaware","10","2010","2010","15-24 years","15-24",19,127450,Unreliable
,"Delaware","10","2010","2010","25-34 years","25-34",13,111417,Unreliable
,"Delaware","10","2011","2011","15-24 years","15-24",12,127154,Unreliable
,"Delaware","10","2012","2012","15-24 years","15-24",15,128301,Unreliable
,"Delaware","10","2012","2012","25-34 years","25-34",19,116298,Unreliable
,"Delaware","10","2013","2013","15-24 years","15-24",16,125449,Unreliable
,"Delaware","10","2014","2014","15-24 years","15-24",11,123929,Unreliable
,"Delaware","10","2014","2014","25-34 years","25-34",13,123681,Unreliable
,"Delaware","10","2014","2014","35-44 years","35-44",11,110441,Unreliable
,"Delaware","10","2015","2015","15-24 years","15-24",18,122939,Unreliable
,"Delaware","10","2015","2015","25-34 years","25-34",22,125941,17.5
,"Delaware","10","2016","2016","15-24 years","15-24",17,120955,Unreliable
,"Delaware","10","2016","2016","25-34 years","25-34",20,127501,15.7
,"Delaware","10","2017","2017","15-24 years","15-24",28,120191,23.3
,"Delaware","10","2017","2017","25-34 years","25-34",18,129278,Unreliable
,"Delaware","10","2018","2018","15-24 years","15-24",17,118712,Unreliable
,"Delaware","10","2018","2018","25-34 years","25-34",10,129063,Unreliable
,"Delaware","10","2018","2018","35-44 years","35-44",11,111468,Unreliable
,"Delaware","10","2019","2019","15-24 years","15-24",16,117372,Unreliable
,"Delaware","10","2019","2019","25-34 years","25-34",11,129080,Unreliable
,"Delaware","10","2019","2019","35-44 years","35-44",11,113101,Unreliable
,"Delaware","10","2020","2020","15-24 years","15-24",29,118020,24.6
,"Delaware","10","2020","2020","25-34 years","25-34",32,129652,24.7
,"District of Columbia","11","2010","2010","15-24 years","15-24",40,104029,38.5
,"District of Columbia","11","2010","2010","25-34 years","25-34",25,124745,20.0
,"District of Columbia","11","2011","2011","15-24 years","15-24",39,100700,38.7
,"District of Columbia","11","2011","2011","25-34 years","25-34",24,133242,18.0
,"District of Columbia","11","2012","2012","15-24 years","15-24",28,98683,28.4
,"District of Columbia","11","2012","2012","25-34 years","25-34",16,139922,Unreliable
,"District of Columbia","11","2013","2013","15-24 years","15-24",21,96372,21.8
,"District of Columbia","11","2013","2013","25-34 years","25-34",30,145884,20.6
,"District of Columbia","11","2014","2014","15-24 years","15-24",27,96120,28.1
,"District of Columbia","11","2014","2014","25-34 years","25-34",21,149921,14.0
,"District of Columbia","11","2015","2015","15-24 years","15-24",40,97121,41.2
,"District of Columbia","11","2015","2015","25-34 years","25-34",43,152335,28.2
,"District of Columbia","11","2015","2015","35-44 years","35-44",11,95949,Unreliable
,"District of Columbia","11","2016","2016","15-24 years","15-24",37,95709,38.7
,"District of Columbia","11","2016","2016","25-34 years","25-34",32,154991,20.6
,"District of Columbia","11","2016","2016","35-44 years","35-44",15,98889,Unreliable
,"District of Columbia","11","2017","2017","15-24 years","15-24",27,90495,29.8
,"District of Columbia","11","2017","2017","25-34 years","25-34",33,162602,20.3
,"District of Columbia","11","2017","2017","35-44 years","35-44",23,102038,22.5
,"District of Columbia","11","2018","2018","15-24 years","15-24",45,89824,50.1
,"District of Columbia","11","2018","2018","25-34 years","25-34",36,164087,21.9
,"District of Columbia","11","2018","2018","35-44 years","35-44",20,105674,18.9
,"District of Columbia","11","2018","2018","45-54 years","45-54",10,75453,Unreliable
,"District of Columbia","11","2019","2019","15-24 years","15-24",59,87968,67.1
,"District of Columbia","11","2019","2019","25-34 years","25-34",47,164541,28.6
,"District of Columbia","11","2020","2020","15-24 years","15-24",57,87341,65.3
,"District of Columbia","11","2020","2020","25-34 years","25-34",55,164724,33.4
,"District of Columbia","11","2020","2020","35-44 years","35-44",26,112997,23.0
,"Florida","12","2010","2010","5-14 years","5-14",15,2211102,Unreliable
,"Florida","12","2010","2010","15-24 years","15-24",274,2457140,11.2
,"Florida","12","2010","2010","25-34 years","25-34",179,2289545,7.8
